paper_id,title,year,citation_key,arxiv_id,doi,url,record_origin,substrate,adaptation,outcome,outcome_detail,substrate_score,substrate_margin,adaptation_score,adaptation_margin,outcome_score,outcome_margin,outcome_detail_score,outcome_detail_margin,confidence,source_status
a-survey-on-medical-large-language-models-technology-application-trustworthiness,"A Survey on Medical Large Language Models: Technology, Application, Trustworthiness, and Future Directions",2024,liu_2024_a_survey_on_medical_large_la,,10.48550/arxiv.2406.03712,http://arxiv.org/abs/2406.03712,registry,Model,Modify,Response,Recovery & Contestability,7.00,4.12,11.75,11.23,2.90,0.05,4.00,1.60,low,full_text
a-survey-on-knowledge-distillation-of-large-language-models,A Survey on Knowledge Distillation of Large Language Models,2024,xu_2024_a_survey_on_knowledge_distil,,10.48550/arxiv.2402.13116,http://arxiv.org/abs/2402.13116,registry,Model,Modify,Violation,Model Safety Regression,7.00,3.90,11.82,3.30,2.50,1.80,7.40,5.40,low,full_text
a-comprehensive-survey-of-large-language-models-for-human-activity-recognition-o,"A Comprehensive Survey of Large Language Models for Human Activity Recognition: Opportunities, Challenges, and Future Directions",2025,kankanamge_2025_a_comprehensive_survey_of_la,,10.36227/techrxiv.176162216.64823146/v1,https://doi.org/10.36227/techrxiv.176162216.64823146/v1,registry,Workflow,Modify,Response,Preventive Governance,2.00,2.00,4.00,4.00,13.00,13.00,7.00,5.00,low,source_limited
a-comprehensive-study-of-knowledge-editing-for-large-language-models,A Comprehensive Study of Knowledge Editing for Large Language Models,2024,zhang_2024_a_comprehensive_study_of_kno,,10.48550/arxiv.2401.01286,http://arxiv.org/abs/2401.01286,registry,Model,Modify,Response,Recovery & Contestability,7.60,5.10,16.18,15.73,3.70,2.70,4.00,1.24,low,full_text
what-makes-for-effective-feedback-staff-and-student-perspectives,What makes for effective feedback: staff and student perspectives,2018,dawson_2018_what_makes_for_effective_fee,,10.1080/02602938.2018.1467877,https://doi.org/10.1080/02602938.2018.1467877,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,3.00,1.00,1.00,2.00,2.00,low,source_limited
using-cognitive-psychology-to-understand-gpt-3,Using cognitive psychology to understand GPT-3,2023,binz_2023_using_cognitive_psychology_t,,10.1073/pnas.2218523120,https://doi.org/10.1073/pnas.2218523120,registry,Workflow,Modify,Violation,Operational Integrity,4.00,4.00,10.30,10.30,1.00,1.00,2.00,2.00,low,source_limited
the-power-of-internal-feedback-exploiting-natural-comparison-processes,The power of internal feedback: exploiting natural comparison processes,2020,nicol_2020_the_power_of_internal_feedba,,10.1080/02602938.2020.1823314,https://doi.org/10.1080/02602938.2020.1823314,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,3.00,5.00,5.00,2.00,2.00,low,source_limited
the-development-of-student-feedback-literacy-enabling-uptake-of-feedback,The development of student feedback literacy: enabling uptake of feedback,2018,carless_2018_the_development_of_student_f,,10.1080/02602938.2018.1463354,https://doi.org/10.1080/02602938.2018.1463354,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,3.00,1.00,1.00,2.00,2.00,low,source_limited
the-challenges-of-feedback-in-higher-education,The challenges of feedback in higher education,2019,henderson_2019_the_challenges_of_feedback_i,,10.1080/02602938.2019.1599815,https://doi.org/10.1080/02602938.2019.1599815,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,3.00,1.00,1.00,2.00,2.00,low,source_limited
self-collaboration-code-generation-via-chatgpt,Self-Collaboration Code Generation via ChatGPT,2024,dong_2024_self_collaboration_code_gene,,10.1145/3672459,https://doi.org/10.1145/3672459,registry,Memory,Add,Violation,Provenance Loss,9.50,9.50,5.00,5.00,1.00,1.00,2.00,2.00,low,source_limited
security-preserving-multi-agent-coordination-for-complex-temporal-logic-tasks,Security-preserving multi-agent coordination for complex temporal logic tasks,2022,yu_2022_security_preserving_multi_ag,,10.1016/j.conengprac.2022.105130,https://doi.org/10.1016/j.conengprac.2022.105130,registry,Workflow,Propagate,Violation,Operational Integrity,11.60,11.60,16.00,14.00,7.00,7.00,2.00,2.00,low,source_limited
reflective-practices-in-micro-teaching-from-the-perspective-of-preservice-teache,"Reflective practices in micro teaching from the perspective of preservice teachers: teacher feedback, peer feedback and self-reflection",2021,erdemir_2021_reflective_practices_in_micr,,10.1080/14623943.2021.1968818,https://doi.org/10.1080/14623943.2021.1968818,registry,Workflow,Abstract,Violation,Operational Integrity,10.00,10.00,16.00,11.00,1.00,1.00,2.00,2.00,low,source_limited
peer-feedback-on-academic-writing-undergraduate-students-peer-feedback-role-peer,"Peer feedback on academic writing: undergraduate students’ peer feedback role, peer feedback perceptions and essay performance",2018,huisman_2018_peer_feedback_on_academic_wr,,10.1080/02602938.2018.1424318,https://doi.org/10.1080/02602938.2018.1424318,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,3.00,1.00,1.00,2.00,2.00,low,source_limited
omnidrive-a-holistic-vision-language-dataset-for-autonomous-driving-with-counter,OmniDrive: A Holistic Vision-Language Dataset for Autonomous Driving with Counterfactual Reasoning,2025,wang_2025_omnidrive_a_holistic_vision,,10.1109/cvpr52734.2025.02090,https://doi.org/10.1109/cvpr52734.2025.02090,registry,Memory,Modify,Response,Monitoring & Containment,2.50,0.50,4.00,4.00,13.00,11.50,7.30,5.30,low,abstract_or_short
improving-coordination-in-small-scale-multi-agent-deep-reinforcement-learning-th,Improving coordination in small-scale multi-agent deep reinforcement learning through memory-driven communication,2020,pesce_2020_improving_coordination_in_sm,,10.1007/s10994-019-05864-5,https://doi.org/10.1007/s10994-019-05864-5,registry,Workflow,Propagate,Violation,Operational Integrity,12.29,4.81,17.25,10.73,7.00,6.30,2.00,2.00,low,full_text
feedback-loops-and-the-longer-term-towards-feedback-spirals,Feedback loops and the longer-term: towards feedback spirals,2018,carless_2018_feedback_loops_and_the_longe,,10.1080/02602938.2018.1531108,https://doi.org/10.1080/02602938.2018.1531108,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,3.00,1.00,1.00,6.00,6.00,low,source_limited
developing-a-learning-centred-framework-for-feedback-literacy,Developing a learning-centred framework for feedback literacy,2019,molloy_2019_developing_a_learning_centre,,10.1080/02602938.2019.1667955,https://doi.org/10.1080/02602938.2019.1667955,registry,Workflow,Modify,Response,Monitoring & Containment,6.00,6.00,9.00,1.00,4.00,3.00,1.00,1.00,low,source_limited
promoting-pre-service-teachers-professional-vision-of-classroom-management-durin,Promoting pre-service teachers' professional vision of classroom management during practical school training: Effects of a structured online- and video-based self-reflection and feedback intervention,2018,weber_2018_promoting_pre_service_teache,,10.1016/j.tate.2018.08.008,https://doi.org/10.1016/j.tate.2018.08.008,registry,Workflow,Abstract,Violation,Operational Integrity,10.00,10.00,16.00,7.00,1.00,1.00,2.00,2.00,low,source_limited
next-gen-cybersecurity-paradigm-towards-artificial-general-intelligence-russian,Next gen cybersecurity paradigm towards artificial general intelligence: Russian market challenges and future global technological trends,2024,pleshakova_2024_next_gen_cybersecurity_parad,,10.1007/s11416-024-00529-x,https://doi.org/10.1007/s11416-024-00529-x,registry,Tools & Skills,Modify,Response,Preventive Governance,2.50,0.50,6.58,6.13,13.35,13.35,7.00,5.00,low,full_text
multi-agent-systems-a-survey,Multi-Agent Systems: A Survey,2018,dorri_2018_multi_agent_systems_a_survey,,10.1109/access.2018.2831228,https://doi.org/10.1109/access.2018.2831228,registry,Workflow,Propagate,Violation,Privacy & Purpose,11.00,8.50,16.00,14.00,8.50,8.50,2.00,0.00,low,abstract_or_short
general-purpose-artificial-intelligence-systems-gpais-properties-definition-taxo,"General Purpose Artificial Intelligence Systems (GPAIS): Properties, definition, taxonomy, societal implications and responsible governance",2023,triguero_2023_general_purpose_artificial_i,,10.1016/j.inffus.2023.102135,https://doi.org/10.1016/j.inffus.2023.102135,registry,Model,Modify,Response,Preventive Governance,7.00,7.00,11.00,11.00,4.00,3.00,4.00,0.00,low,source_limited
emergent-tool-use-from-multi-agent-autocurricula,Emergent Tool Use From Multi-Agent Autocurricula,2019,baker_2019_emergent_tool_use_from_multi,,10.48550/arxiv.1909.07528,http://arxiv.org/abs/1909.07528,registry,Workflow,Propagate,Violation,Authority Escalation,11.69,4.50,16.45,5.93,8.50,8.15,4.40,2.40,medium,full_text
digital-cardiovascular-twins-ai-agents-and-sensor-data-a-narrative-review-from-s,"Digital Cardiovascular Twins, AI Agents, and Sensor Data: A Narrative Review from System Architecture to Proactive Heart Health",2025,tasmurzayev_2025_digital_cardiovascular_twins,,10.3390/s25175272,https://doi.org/10.3390/s25175272,registry,Workflow,Activate,Violation,Operational Integrity,4.00,4.00,2.00,0.00,7.00,7.00,2.00,2.00,low,abstract_or_short
coordination-between-individual-agents-in-multi-agent-reinforcement-learning,Coordination Between Individual Agents in Multi-Agent Reinforcement Learning,2021,zhang_2021_coordination_between_individ,,10.1609/aaai.v35i13.17357,https://doi.org/10.1609/aaai.v35i13.17357,registry,Workflow,Propagate,Violation,Operational Integrity,11.60,11.60,16.00,10.00,7.00,7.00,2.00,2.00,low,abstract_or_short
cooperative-and-competitive-multi-agent-systems-from-optimization-to-games,Cooperative and Competitive Multi-Agent Systems: From Optimization to Games,2022,wang_2022_cooperative_and_competitive,,10.1109/jas.2022.105506,https://doi.org/10.1109/jas.2022.105506,registry,Workflow,Propagate,Violation,Privacy & Purpose,11.00,8.50,16.60,10.60,8.50,8.50,2.00,0.00,low,abstract_or_short
simba-cosmological-simulations-with-black-hole-growth-and-feedback,simba: Cosmological simulations with black hole growth and feedback,2019,dav_2019_simba_cosmological_simulatio,,10.1093/mnras/stz937,https://doi.org/10.1093/mnras/stz937,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,3.00,1.00,1.00,2.00,2.00,low,source_limited
visible-learning-feedback,Visible Learning: Feedback,2018,hattie_2018_visible_learning_feedback,,10.4324/9780429485480,https://doi.org/10.4324/9780429485480,registry,Workflow,Modify,Violation,Privacy & Purpose,6.00,6.00,9.00,1.00,2.50,2.50,2.00,0.00,low,abstract_or_short
towards-human-ai-robot-collaboration-and-ai-agent-based-digital-twins-for-parkin,Towards Human-AI-Robot Collaboration and AI-Agent based Digital Twins for Parkinson's Disease Management: Review and Outlook,2025,hizeh_2025_towards_human_ai_robot_colla,,10.48550/arxiv.2511.06036,http://arxiv.org/abs/2511.06036,registry,Model,Modify,Response,Recovery & Contestability,7.00,4.50,11.82,11.37,2.20,1.20,4.00,1.60,low,full_text
the-updated-consolidated-framework-for-implementation-research-based-on-user-fee,The updated Consolidated Framework for Implementation Research based on user feedback,2022,damschroder_2022_the_updated_consolidated_fra,,10.1186/s13012-022-01245-0,https://doi.org/10.1186/s13012-022-01245-0,registry,Workflow,Abstract,Response,Monitoring & Containment,6.00,3.50,16.52,6.70,5.85,4.85,2.40,2.00,low,full_text
the-evaluation-of-an-evidence-based-model-of-feedback-implemented-on-an-undergra,The evaluation of an evidence-based model of feedback implemented on an undergraduate dental clinical learning environment,2022,davis_2022_the_evaluation_of_an_evidenc,,10.1186/s12909-022-03630-1,https://doi.org/10.1186/s12909-022-03630-1,registry,Workflow,Modify,Response,Monitoring & Containment,6.00,3.50,9.75,1.30,7.35,6.35,6.70,6.70,medium,full_text
the-earth-s-energy-budget-climate-feedbacks-and-climate-sensitivity,"The Earth’s Energy Budget, Climate Feedbacks and Climate Sensitivity",2023,ipcc_2023_the_earth_s_energy_budget_cl,,10.1017/9781009157896.009,https://doi.org/10.1017/9781009157896.009,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,2.70,1.00,1.00,6.00,6.00,low,full_text
suppression-of-insulin-feedback-enhances-the-efficacy-of-pi3k-inhibitors,Suppression of insulin feedback enhances the efficacy of PI3K inhibitors,2018,hopkins_2018_suppression_of_insulin_feedb,,10.1038/s41586-018-0343-4,https://doi.org/10.1038/s41586-018-0343-4,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,2.40,1.00,1.00,2.00,2.00,low,full_text
supermassive-black-holes-and-their-feedback-effects-in-the-illustristng-simulati,Supermassive black holes and their feedback effects in the IllustrisTNG simulation,2018,weinberger_2018_supermassive_black_holes_and,,10.1093/mnras/sty1733,https://doi.org/10.1093/mnras/sty1733,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,3.00,1.00,1.00,2.00,2.00,low,source_limited
student-engagement-with-teacher-and-automated-feedback-on-l2-writing,Student engagement with teacher and automated feedback on L2 writing,2018,zhang_2018_student_engagement_with_teac,,10.1016/j.asw.2018.02.004,https://doi.org/10.1016/j.asw.2018.02.004,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,3.00,1.00,1.00,2.00,2.00,low,source_limited
soil-moisture-atmosphere-feedback-dominates-land-carbon-uptake-variability,Soil moisture–atmosphere feedback dominates land carbon uptake variability,2021,humphrey_2021_soil_moisture_atmosphere_fee,,10.1038/s41586-021-03325-5,https://doi.org/10.1038/s41586-021-03325-5,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,3.50,8.00,3.00,1.00,1.00,2.00,2.00,low,full_text
sampling-based-self-triggered-coordination-control-for-multi-agent-systems-with,Sampling-based self-triggered coordination control for multi-agent systems with application to distributed generators,2018,fan_2018_sampling_based_self_triggere,,10.1080/00207721.2018.1533047,https://doi.org/10.1080/00207721.2018.1533047,registry,Workflow,Propagate,Violation,Operational Integrity,11.60,11.60,16.00,8.00,7.00,3.00,2.00,2.00,low,source_limited
root-exudate-metabolites-drive-plant-soil-feedbacks-on-growth-and-defense-by-sha,Root exudate metabolites drive plant-soil feedbacks on growth and defense by shaping the rhizosphere microbiota,2018,hu_2018_root_exudate_metabolites_dri,,10.1038/s41467-018-05122-7,https://doi.org/10.1038/s41467-018-05122-7,registry,Workflow,Abstract,Response,Monitoring & Containment,6.00,2.00,8.00,3.00,5.85,4.85,1.00,1.00,low,full_text
responsible-ai-engineering-from-a-data-perspective-keynote,Responsible AI Engineering from a Data Perspective (Keynote),2024,lu_2024_responsible_ai_engineering_f,,10.1145/3663530.3676516,https://doi.org/10.1145/3663530.3676516,registry,Workflow,Modify,Response,Preventive Governance,2.00,2.00,4.00,4.00,13.00,13.00,7.00,5.00,low,source_limited
recommendations-with-negative-feedback-via-pairwise-deep-reinforcement-learning,Recommendations with Negative Feedback via Pairwise Deep Reinforcement Learning,2018,zhao_2018_recommendations_with_negativ,,10.1145/3219819.3219886,https://doi.org/10.1145/3219819.3219886,registry,Workflow,Modify,Violation,Operational Integrity,6.00,6.00,9.00,1.00,1.00,1.00,2.00,2.00,low,source_limited
rna-mediated-feedback-control-of-transcriptional-condensates,RNA-Mediated Feedback Control of Transcriptional Condensates,2020,henninger_2020_rna_mediated_feedback_contro,,10.1016/j.cell.2020.11.030,https://doi.org/10.1016/j.cell.2020.11.030,registry,Workflow,Abstract,Response,Monitoring & Containment,6.00,6.00,8.00,3.00,4.00,3.00,1.00,1.00,low,source_limited
quantifying-climate-feedbacks-in-polar-regions,Quantifying climate feedbacks in polar regions,2018,goosse_2018_quantifying_climate_feedback,,10.1038/s41467-018-04173-0,https://doi.org/10.1038/s41467-018-04173-0,registry,Workflow,Abstract,Response,Monitoring & Containment,6.00,3.12,8.00,2.55,2.90,1.90,2.46,2.46,low,full_text
positive-feedback-regulation-of-microglial-glucose-metabolism-by-histone-h4-lysi,Positive feedback regulation of microglial glucose metabolism by histone H4 lysine 12 lactylation in Alzheimer’s disease,2022,pan_2022_positive_feedback_regulation,,10.1016/j.cmet.2022.02.013,https://doi.org/10.1016/j.cmet.2022.02.013,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,3.00,1.00,1.00,2.00,2.00,low,source_limited
polar-amplification-dominated-by-local-forcing-and-feedbacks,Polar amplification dominated by local forcing and feedbacks,2018,stuecker_2018_polar_amplification_dominate,,10.1038/s41558-018-0339-y,https://doi.org/10.1038/s41558-018-0339-y,registry,Workflow,Abstract,Violation,Operational Integrity,6.00,6.00,8.00,2.70,1.00,1.00,2.00,2.00,low,full_text
observer-based-neuro-adaptive-optimized-control-of-strict-feedback-nonlinear-sys,Observer-Based Neuro-Adaptive Optimized Control of Strict-Feedback Nonlinear Systems With State Constraints,2021,li_2021_observer_based_neuro_adaptiv,,10.1109/tnnls.2021.3051030,https://doi.org/10.1109/tnnls.2021.3051030,registry,Workflow,Modify,Response,Monitoring & Containment,6.00,3.50,10.80,2.80,4.00,1.50,1.00,1.00,low,abstract_or_short
